2025-05-01 06:20:22,284 [INFO] server listening on [::1]:9999
2025-05-01 06:20:22,284 [INFO] server listening on 127.0.0.1:9999
2025-05-01 06:20:22,412 [INFO] connection open
2025-05-01 06:20:22,412 [INFO] 🌐 WebSocket ready on ws://localhost:9999
2025-05-01 06:20:56,213 [INFO] 👁 Gaze: x=435.8, y=223.1
2025-05-01 06:20:56,263 [INFO] 👁 Gaze: x=440.3, y=223.2
2025-05-01 06:20:56,307 [INFO] 👁 Gaze: x=444.0, y=223.1
2025-05-01 06:20:56,350 [INFO] 👁 Gaze: x=447.3, y=222.8
2025-05-01 06:20:56,393 [INFO] 👁 Gaze: x=450.0, y=222.4
2025-05-01 06:20:56,439 [INFO] 👁 Gaze: x=452.2, y=222.0
2025-05-01 06:20:56,485 [INFO] 👁 Gaze: x=454.2, y=221.5
2025-05-01 06:20:56,531 [INFO] 👁 Gaze: x=455.9, y=221.1
2025-05-01 06:20:56,577 [INFO] 👁 Gaze: x=457.6, y=221.0
2025-05-01 06:20:56,623 [INFO] 👁 Gaze: x=459.5, y=221.1
2025-05-01 06:20:56,667 [INFO] 👁 Gaze: x=461.6, y=221.8
2025-05-01 06:20:56,709 [INFO] 👁 Gaze: x=464.1, y=223.1
2025-05-01 06:20:56,754 [INFO] 👁 Gaze: x=466.4, y=224.9
2025-05-01 06:20:56,798 [INFO] 👁 Gaze: x=468.7, y=227.1
2025-05-01 06:20:56,839 [INFO] 👁 Gaze: x=470.7, y=229.5
2025-05-01 06:20:56,881 [INFO] 👁 Gaze: x=472.6, y=232.0
2025-05-01 06:20:56,924 [INFO] 👁 Gaze: x=474.3, y=234.6
2025-05-01 06:20:56,968 [INFO] 👁 Gaze: x=476.1, y=237.4
2025-05-01 06:20:57,011 [INFO] 👁 Gaze: x=477.9, y=240.2
2025-05-01 06:20:57,053 [INFO] 👁 Gaze: x=479.9, y=243.1
2025-05-01 06:20:57,095 [INFO] 👁 Gaze: x=481.6, y=245.8
2025-05-01 06:20:57,139 [INFO] 👁 Gaze: x=482.9, y=248.2
2025-05-01 06:20:57,183 [INFO] 👁 Gaze: x=483.4, y=250.2
2025-05-01 06:20:57,228 [INFO] 👁 Gaze: x=482.9, y=251.6
2025-05-01 06:20:57,274 [INFO] 👁 Gaze: x=481.1, y=252.3
2025-05-01 06:20:57,315 [INFO] 👁 Gaze: x=477.9, y=252.4
2025-05-01 06:20:57,356 [INFO] 👁 Gaze: x=473.1, y=251.9
2025-05-01 06:20:57,399 [INFO] 👁 Gaze: x=467.0, y=250.7
2025-05-01 06:20:57,457 [INFO] 👁 Gaze: x=459.5, y=248.7
2025-05-01 06:20:57,513 [INFO] 👁 Gaze: x=450.7, y=246.1
2025-05-01 06:20:57,554 [INFO] 👁 Gaze: x=441.1, y=243.0
2025-05-01 06:20:57,596 [INFO] 👁 Gaze: x=431.2, y=239.5
2025-05-01 06:20:57,636 [INFO] 👁 Gaze: x=421.2, y=236.0
2025-05-01 06:20:57,679 [INFO] 👁 Gaze: x=411.3, y=232.2
2025-05-01 06:20:57,721 [INFO] 👁 Gaze: x=401.4, y=228.4
2025-05-01 06:20:57,765 [INFO] 👁 Gaze: x=391.5, y=224.5
2025-05-01 06:20:57,809 [INFO] 👁 Gaze: x=382.3, y=220.7
2025-05-01 06:20:57,861 [INFO] 👁 Gaze: x=373.9, y=217.1
2025-05-01 06:20:57,905 [INFO] 👁 Gaze: x=366.5, y=213.7
2025-05-01 06:20:57,948 [INFO] 👁 Gaze: x=360.3, y=210.3
2025-05-01 06:20:57,990 [INFO] 👁 Gaze: x=355.1, y=207.0
2025-05-01 06:20:58,029 [INFO] 👁 Gaze: x=351.1, y=203.8
2025-05-01 06:20:58,076 [INFO] 👁 Gaze: x=348.1, y=200.8
2025-05-01 06:20:58,121 [INFO] 👁 Gaze: x=345.9, y=197.8
2025-05-01 06:20:58,165 [INFO] 👁 Gaze: x=344.3, y=194.8
2025-05-01 06:20:58,210 [INFO] 👁 Gaze: x=343.2, y=192.1
2025-05-01 06:20:58,254 [INFO] 👁 Gaze: x=342.5, y=189.5
2025-05-01 06:20:58,299 [INFO] 👁 Gaze: x=342.3, y=187.0
2025-05-01 06:20:58,344 [INFO] 👁 Gaze: x=342.3, y=184.5
2025-05-01 06:20:58,385 [INFO] 👁 Gaze: x=342.5, y=182.1
2025-05-01 06:20:58,433 [INFO] 👁 Gaze: x=342.9, y=179.6
2025-05-01 06:20:58,472 [INFO] 👁 Gaze: x=343.5, y=177.3
2025-05-01 06:20:58,506 [INFO] 👁 Gaze: x=344.3, y=175.0
2025-05-01 06:20:58,541 [INFO] 👁 Gaze: x=345.2, y=172.9
2025-05-01 06:20:58,580 [INFO] 👁 Gaze: x=346.4, y=171.3
2025-05-01 06:20:58,609 [INFO] 👁 Gaze: x=348.0, y=170.3
2025-05-01 06:20:58,637 [INFO] 👁 Gaze: x=350.1, y=170.0
2025-05-01 06:20:58,663 [INFO] 👁 Gaze: x=352.8, y=170.3
2025-05-01 06:20:58,690 [INFO] 👁 Gaze: x=356.1, y=171.1
2025-05-01 06:20:58,747 [INFO] 👁 Gaze: x=359.7, y=172.3
2025-05-01 06:20:58,789 [INFO] 👁 Gaze: x=363.2, y=173.6
2025-05-01 06:20:58,846 [INFO] 👁 Gaze: x=366.3, y=174.9
2025-05-01 06:20:58,893 [INFO] 👁 Gaze: x=368.7, y=176.1
2025-05-01 06:20:58,937 [INFO] 👁 Gaze: x=370.3, y=177.1
2025-05-01 06:20:58,982 [INFO] 👁 Gaze: x=370.8, y=178.0
2025-05-01 06:20:59,032 [INFO] 👁 Gaze: x=370.3, y=178.6
2025-05-01 06:20:59,076 [INFO] 👁 Gaze: x=368.6, y=178.7
2025-05-01 06:20:59,124 [INFO] 👁 Gaze: x=365.9, y=178.5
2025-05-01 06:20:59,172 [INFO] 👁 Gaze: x=362.3, y=178.0
2025-05-01 06:20:59,218 [INFO] 👁 Gaze: x=358.1, y=177.3
2025-05-01 06:20:59,264 [INFO] 👁 Gaze: x=353.3, y=176.2
2025-05-01 06:20:59,311 [INFO] 👁 Gaze: x=348.0, y=174.9
2025-05-01 06:20:59,357 [INFO] 👁 Gaze: x=342.4, y=173.5
2025-05-01 06:20:59,412 [INFO] 👁 Gaze: x=336.5, y=171.9
2025-05-01 06:20:59,455 [INFO] 👁 Gaze: x=330.7, y=170.5
2025-05-01 06:20:59,496 [INFO] 👁 Gaze: x=325.2, y=169.4
2025-05-01 06:20:59,538 [INFO] 👁 Gaze: x=319.8, y=168.6
2025-05-01 06:20:59,579 [INFO] 👁 Gaze: x=314.6, y=168.1
2025-05-01 06:20:59,621 [INFO] 👁 Gaze: x=309.9, y=167.8
2025-05-01 06:20:59,665 [INFO] 👁 Gaze: x=305.5, y=167.8
2025-05-01 06:20:59,709 [INFO] 👁 Gaze: x=301.5, y=167.9
2025-05-01 06:20:59,754 [INFO] 👁 Gaze: x=297.8, y=168.2
2025-05-01 06:20:59,799 [INFO] 👁 Gaze: x=294.5, y=168.7
2025-05-01 06:20:59,847 [INFO] 👁 Gaze: x=291.6, y=169.4
2025-05-01 06:20:59,890 [INFO] 👁 Gaze: x=289.1, y=170.3
2025-05-01 06:20:59,946 [INFO] 👁 Gaze: x=287.4, y=171.3
2025-05-01 06:21:00,000 [INFO] 👁 Gaze: x=286.8, y=172.6
2025-05-01 06:21:00,021 [INFO] connection closed
2025-05-01 06:21:00,288 [INFO] connection open
2025-05-01 06:21:00,288 [INFO] 🌐 WebSocket ready on ws://localhost:9999
2025-05-01 06:21:01,304 [INFO] 🔔 Event: 🔁 Mode 3 selected
2025-05-01 06:21:01,698 [INFO] 👁 Gaze: x=283.4, y=180.0
2025-05-01 06:21:01,699 [INFO] 🔔 Event: 🧠 WebGazer initialized
2025-05-01 06:21:01,739 [INFO] 👁 Gaze: x=288.4, y=194.8
2025-05-01 06:21:01,780 [INFO] 👁 Gaze: x=296.8, y=211.9
2025-05-01 06:21:01,838 [INFO] 👁 Gaze: x=306.8, y=229.4
2025-05-01 06:21:01,882 [INFO] 👁 Gaze: x=317.2, y=246.1
2025-05-01 06:21:01,926 [INFO] 👁 Gaze: x=327.8, y=261.3
2025-05-01 06:21:01,976 [INFO] 👁 Gaze: x=338.2, y=274.5
2025-05-01 06:21:02,021 [INFO] 👁 Gaze: x=348.6, y=285.7
2025-05-01 06:21:02,065 [INFO] 👁 Gaze: x=359.2, y=294.7
2025-05-01 06:21:02,113 [INFO] 👁 Gaze: x=369.9, y=301.9
2025-05-01 06:21:02,154 [INFO] 👁 Gaze: x=380.6, y=307.2
2025-05-01 06:21:02,195 [INFO] 👁 Gaze: x=391.2, y=310.8
2025-05-01 06:21:02,240 [INFO] 👁 Gaze: x=401.5, y=312.9
2025-05-01 06:21:02,282 [INFO] 👁 Gaze: x=411.5, y=313.7
2025-05-01 06:21:02,324 [INFO] 👁 Gaze: x=421.3, y=313.7
2025-05-01 06:21:02,367 [INFO] 👁 Gaze: x=430.6, y=313.1
2025-05-01 06:21:02,412 [INFO] 👁 Gaze: x=439.3, y=311.9
2025-05-01 06:21:02,455 [INFO] 👁 Gaze: x=447.1, y=310.1
2025-05-01 06:21:02,497 [INFO] 👁 Gaze: x=454.0, y=307.8
2025-05-01 06:21:02,540 [INFO] 👁 Gaze: x=460.0, y=305.1
2025-05-01 06:21:02,583 [INFO] 👁 Gaze: x=464.9, y=302.0
2025-05-01 06:21:02,626 [INFO] 👁 Gaze: x=468.8, y=298.7
2025-05-01 06:21:02,667 [INFO] 👁 Gaze: x=472.1, y=295.3
2025-05-01 06:21:02,709 [INFO] 👁 Gaze: x=474.8, y=291.8
2025-05-01 06:21:02,758 [INFO] 👁 Gaze: x=477.2, y=288.3
2025-05-01 06:21:02,801 [INFO] 👁 Gaze: x=479.6, y=284.8
2025-05-01 06:21:02,843 [INFO] 👁 Gaze: x=482.0, y=281.5
2025-05-01 06:21:02,884 [INFO] 👁 Gaze: x=484.4, y=278.3
2025-05-01 06:21:02,925 [INFO] 👁 Gaze: x=486.8, y=275.2
2025-05-01 06:21:02,967 [INFO] 👁 Gaze: x=489.0, y=272.3
2025-05-01 06:21:03,009 [INFO] 👁 Gaze: x=491.1, y=269.5
2025-05-01 06:21:03,055 [INFO] 👁 Gaze: x=493.2, y=266.8
2025-05-01 06:21:03,098 [INFO] 👁 Gaze: x=495.6, y=264.5
2025-05-01 06:21:03,141 [INFO] 👁 Gaze: x=498.2, y=262.5
2025-05-01 06:21:03,184 [INFO] 👁 Gaze: x=500.6, y=260.6
2025-05-01 06:21:03,229 [INFO] 👁 Gaze: x=502.9, y=258.9
2025-05-01 06:21:03,274 [INFO] 👁 Gaze: x=504.8, y=257.2
2025-05-01 06:21:03,317 [INFO] 👁 Gaze: x=506.4, y=255.6
2025-05-01 06:21:03,360 [INFO] 👁 Gaze: x=507.7, y=254.1
2025-05-01 06:21:03,402 [INFO] 👁 Gaze: x=508.9, y=252.6
2025-05-01 06:21:03,445 [INFO] 👁 Gaze: x=509.6, y=251.2
2025-05-01 06:21:03,488 [INFO] 👁 Gaze: x=510.0, y=249.5
2025-05-01 06:21:03,529 [INFO] 👁 Gaze: x=510.1, y=247.6
2025-05-01 06:21:03,574 [INFO] 👁 Gaze: x=509.5, y=245.3
2025-05-01 06:21:03,618 [INFO] 👁 Gaze: x=508.3, y=242.6
2025-05-01 06:21:03,659 [INFO] 👁 Gaze: x=506.7, y=239.8
2025-05-01 06:21:03,702 [INFO] 👁 Gaze: x=504.1, y=236.8
2025-05-01 06:21:03,745 [INFO] 👁 Gaze: x=500.8, y=233.6
2025-05-01 06:21:03,786 [INFO] 👁 Gaze: x=496.6, y=230.5
2025-05-01 06:21:03,826 [INFO] 👁 Gaze: x=491.8, y=227.3
2025-05-01 06:21:03,876 [INFO] 👁 Gaze: x=486.5, y=224.0
2025-05-01 06:21:03,917 [INFO] 👁 Gaze: x=481.0, y=220.8
2025-05-01 06:21:03,959 [INFO] 👁 Gaze: x=475.1, y=217.5
2025-05-01 06:21:04,001 [INFO] 👁 Gaze: x=469.2, y=214.2
2025-05-01 06:21:04,058 [INFO] 👁 Gaze: x=463.4, y=211.0
2025-05-01 06:21:04,102 [INFO] 👁 Gaze: x=458.2, y=208.3
2025-05-01 06:21:04,145 [INFO] 👁 Gaze: x=454.0, y=206.3
2025-05-01 06:21:04,185 [INFO] 👁 Gaze: x=450.8, y=205.0
2025-05-01 06:21:04,228 [INFO] 👁 Gaze: x=448.6, y=204.3
2025-05-01 06:21:04,268 [INFO] 👁 Gaze: x=447.3, y=204.2
2025-05-01 06:21:04,309 [INFO] 👁 Gaze: x=446.8, y=204.7
2025-05-01 06:21:04,360 [INFO] 👁 Gaze: x=447.1, y=205.5
2025-05-01 06:21:04,406 [INFO] 👁 Gaze: x=447.9, y=206.7
2025-05-01 06:21:04,449 [INFO] 👁 Gaze: x=449.3, y=208.2
2025-05-01 06:21:04,490 [INFO] 👁 Gaze: x=451.3, y=209.9
2025-05-01 06:21:04,530 [INFO] 👁 Gaze: x=453.9, y=211.9
2025-05-01 06:21:04,575 [INFO] 👁 Gaze: x=456.8, y=214.2
2025-05-01 06:21:04,616 [INFO] 👁 Gaze: x=460.3, y=216.8
2025-05-01 06:21:04,658 [INFO] 👁 Gaze: x=464.4, y=219.7
2025-05-01 06:21:04,702 [INFO] 👁 Gaze: x=468.7, y=222.8
2025-05-01 06:21:04,743 [INFO] 👁 Gaze: x=473.0, y=225.9
2025-05-01 06:21:04,785 [INFO] 👁 Gaze: x=477.2, y=228.9
2025-05-01 06:21:04,825 [INFO] 👁 Gaze: x=481.2, y=231.8
2025-05-01 06:21:04,871 [INFO] 👁 Gaze: x=485.0, y=234.6
2025-05-01 06:21:04,928 [INFO] 👁 Gaze: x=488.9, y=237.5
2025-05-01 06:21:04,970 [INFO] 👁 Gaze: x=492.6, y=240.3
2025-05-01 06:21:05,015 [INFO] 👁 Gaze: x=496.2, y=243.0
2025-05-01 06:21:05,057 [INFO] 👁 Gaze: x=499.5, y=245.7
2025-05-01 06:21:05,100 [INFO] 👁 Gaze: x=502.4, y=248.2
2025-05-01 06:21:05,144 [INFO] 👁 Gaze: x=504.9, y=250.5
2025-05-01 06:21:05,190 [INFO] 👁 Gaze: x=507.0, y=252.5
2025-05-01 06:21:05,237 [INFO] 👁 Gaze: x=508.7, y=254.1
2025-05-01 06:21:05,279 [INFO] 👁 Gaze: x=509.8, y=255.3
2025-05-01 06:21:05,310 [INFO] 👁 Gaze: x=510.4, y=256.0
2025-05-01 06:21:05,348 [INFO] 👁 Gaze: x=510.2, y=256.2
2025-05-01 06:21:05,378 [INFO] 👁 Gaze: x=509.1, y=255.6
2025-05-01 06:21:05,440 [INFO] 👁 Gaze: x=507.1, y=254.3
2025-05-01 06:21:05,476 [INFO] 👁 Gaze: x=504.0, y=252.2
2025-05-01 06:21:05,510 [INFO] 👁 Gaze: x=500.1, y=249.4
2025-05-01 06:21:05,553 [INFO] 👁 Gaze: x=495.0, y=245.9
2025-05-01 06:21:05,585 [INFO] 👁 Gaze: x=489.2, y=241.7
2025-05-01 06:21:05,611 [INFO] 👁 Gaze: x=482.8, y=237.1
2025-05-01 06:21:05,653 [INFO] 👁 Gaze: x=476.0, y=232.2
2025-05-01 06:21:05,696 [INFO] 👁 Gaze: x=469.3, y=227.5
2025-05-01 06:21:05,742 [INFO] 👁 Gaze: x=463.0, y=223.1
2025-05-01 06:21:05,785 [INFO] 👁 Gaze: x=457.2, y=219.1
2025-05-01 06:21:05,830 [INFO] 👁 Gaze: x=452.3, y=215.8
2025-05-01 06:21:05,874 [INFO] 👁 Gaze: x=448.3, y=213.3
2025-05-01 06:21:05,919 [INFO] 👁 Gaze: x=445.5, y=211.6
2025-05-01 06:21:05,965 [INFO] 👁 Gaze: x=443.9, y=211.0
2025-05-01 06:21:06,010 [INFO] 👁 Gaze: x=443.9, y=211.2
2025-05-01 06:21:06,054 [INFO] 👁 Gaze: x=445.3, y=212.5
2025-05-01 06:21:06,106 [INFO] 👁 Gaze: x=448.0, y=214.4
2025-05-01 06:21:06,150 [INFO] 👁 Gaze: x=451.7, y=217.0
2025-05-01 06:21:06,192 [INFO] 👁 Gaze: x=456.1, y=220.0
2025-05-01 06:21:06,233 [INFO] 👁 Gaze: x=460.9, y=223.1
2025-05-01 06:21:06,280 [INFO] 👁 Gaze: x=465.9, y=226.1
2025-05-01 06:21:06,325 [INFO] 👁 Gaze: x=471.2, y=229.3
2025-05-01 06:21:06,367 [INFO] 👁 Gaze: x=476.3, y=232.5
2025-05-01 06:21:06,409 [INFO] 👁 Gaze: x=480.8, y=235.4
2025-05-01 06:21:06,454 [INFO] 👁 Gaze: x=483.9, y=237.8
2025-05-01 06:21:06,498 [INFO] 👁 Gaze: x=485.4, y=239.6
2025-05-01 06:21:06,541 [INFO] 👁 Gaze: x=485.1, y=240.7
2025-05-01 06:21:06,588 [INFO] 👁 Gaze: x=483.1, y=241.2
2025-05-01 06:21:06,631 [INFO] 👁 Gaze: x=479.6, y=241.0
2025-05-01 06:21:06,677 [INFO] 👁 Gaze: x=474.9, y=240.2
2025-05-01 06:21:06,721 [INFO] 👁 Gaze: x=469.1, y=238.7
2025-05-01 06:21:06,764 [INFO] 👁 Gaze: x=462.4, y=236.8
2025-05-01 06:21:06,806 [INFO] 👁 Gaze: x=455.2, y=234.6
2025-05-01 06:21:06,852 [INFO] 👁 Gaze: x=447.7, y=232.2
2025-05-01 06:21:06,897 [INFO] 👁 Gaze: x=440.0, y=229.6
2025-05-01 06:21:06,940 [INFO] 👁 Gaze: x=432.0, y=226.9
2025-05-01 06:21:06,986 [INFO] 👁 Gaze: x=423.9, y=224.2
2025-05-01 06:21:07,032 [INFO] 👁 Gaze: x=415.8, y=221.4
2025-05-01 06:21:07,073 [INFO] connection closed
